year,patcnty,agegrp,count
2013,Orange,Total Births,36271
2013,Orange,Older Mothers (35 years old or older),8295
2013,Orange,Teen Mothers (15 years old to 19 years old),1777
2013,Orange,Typical Aged Mothers (20 years old to 34 years old),26183
2013,Placer,Total Births,3521
2013,Placer,Older Mothers (35 years old or older),701
2013,Placer,Teen Mothers (15 years old to 19 years old),113
2013,Placer,Typical Aged Mothers (20 years old to 34 years old),2707
2013,Riverside,Total Births,28894
2013,Riverside,Older Mothers (35 years old or older),4210
2013,Riverside,Teen Mothers (15 years old to 19 years old),2129
2013,Riverside,Typical Aged Mothers (20 years old to 34 years old),22540
2013,Sacramento,Total Births,18841
2013,Sacramento,Older Mothers (35 years old or older),2991
2013,Sacramento,Teen Mothers (15 years old to 19 years old),1094
2013,Sacramento,Typical Aged Mothers (20 years old to 34 years old),14742
2013,San Benito,Total Births,714
2013,San Benito,Older Mothers (35 years old or older),115
2013,San Benito,Teen Mothers (15 years old to 19 years old),51
2013,San Benito,Typical Aged Mothers (20 years old to 34 years old),547
2013,San Bernardino,Total Births,28419
2013,San Bernardino,Older Mothers (35 years old or older),3936
2013,San Bernardino,Teen Mothers (15 years old to 19 years old),2371
2013,San Bernardino,Typical Aged Mothers (20 years old to 34 years old),22098
2013,San Diego,Total Births,37539
2013,San Diego,Older Mothers (35 years old or older),7609
2013,San Diego,Teen Mothers (15 years old to 19 years old),2047
2013,San Diego,Typical Aged Mothers (20 years old to 34 years old),27865
2013,San Francisco,Total Births,8548
2013,San Francisco,Older Mothers (35 years old or older),3229
2013,San Francisco,Teen Mothers (15 years old to 19 years old),152
2013,San Francisco,Typical Aged Mothers (20 years old to 34 years old),5164
2013,San Joaquin,Total Births,9603
2013,San Joaquin,Older Mothers (35 years old or older),1363
2013,San Joaquin,Teen Mothers (15 years old to 19 years old),764
2013,San Joaquin,Typical Aged Mothers (20 years old to 34 years old),7469
2013,San Luis Obispo,Total Births,2560
2013,San Luis Obispo,Older Mothers (35 years old or older),434
2013,San Luis Obispo,Teen Mothers (15 years old to 19 years old),135
2013,San Luis Obispo,Typical Aged Mothers (20 years old to 34 years old),1990
2013,San Mateo,Total Births,8044
2013,San Mateo,Older Mothers (35 years old or older),2569
2013,San Mateo,Teen Mothers (15 years old to 19 years old),193
2013,San Mateo,Typical Aged Mothers (20 years old to 34 years old),5282
2013,Santa Barbara,Total Births,5551
2013,Santa Barbara,Older Mothers (35 years old or older),840
2013,Santa Barbara,Teen Mothers (15 years old to 19 years old),439
2013,Santa Barbara,Typical Aged Mothers (20 years old to 34 years old),4269
2013,Santa Clara,Total Births,23331
2013,Santa Clara,Older Mothers (35 years old or older),5986
2013,Santa Clara,Teen Mothers (15 years old to 19 years old),840
2013,Santa Clara,Typical Aged Mothers (20 years old to 34 years old),16496
2013,Santa Cruz,Total Births,2923
2013,Santa Cruz,Older Mothers (35 years old or older),662
2013,Santa Cruz,Teen Mothers (15 years old to 19 years old),199
2013,Santa Cruz,Typical Aged Mothers (20 years old to 34 years old),2060
2013,Shasta,Total Births,2034
2013,Shasta,Older Mothers (35 years old or older),198
2013,Shasta,Teen Mothers (15 years old to 19 years old),150
2013,Shasta,Typical Aged Mothers (20 years old to 34 years old),1685
2013,Siskiyou,Total Births,354
2013,Siskiyou,Older Mothers (35 years old or older),39
2013,Siskiyou,Teen Mothers (15 years old to 19 years old),23
2013,Siskiyou,Typical Aged Mothers (20 years old to 34 years old),292
2013,Solano,Total Births,4701
2013,Solano,Older Mothers (35 years old or older),820
2013,Solano,Teen Mothers (15 years old to 19 years old),277
2013,Solano,Typical Aged Mothers (20 years old to 34 years old),3603
2013,Sonoma,Total Births,4729
2013,Sonoma,Older Mothers (35 years old or older),973
2013,Sonoma,Teen Mothers (15 years old to 19 years old),207
2013,Sonoma,Typical Aged Mothers (20 years old to 34 years old),3546
2013,Stanislaus,Total Births,7419
2013,Stanislaus,Older Mothers (35 years old or older),926
2013,Stanislaus,Teen Mothers (15 years old to 19 years old),583
2013,Stanislaus,Typical Aged Mothers (20 years old to 34 years old),5898
2013,Sutter,Total Births,1248
2013,Sutter,Older Mothers (35 years old or older),159
2013,Sutter,Teen Mothers (15 years old to 19 years old),71
2013,Sutter,Typical Aged Mothers (20 years old to 34 years old),1017
2013,Tehama,Total Births,683
2013,Tehama,Older Mothers (35 years old or older),58
2013,Tehama,Teen Mothers (15 years old to 19 years old),74
2013,Tehama,Typical Aged Mothers (20 years old to 34 years old),550
2013,Tulare,Total Births,7514
2013,Tulare,Older Mothers (35 years old or older),888
2013,Tulare,Teen Mothers (15 years old to 19 years old),824
2013,Tulare,Typical Aged Mothers (20 years old to 34 years old),5794
2013,Ventura,Total Births,10178
2013,Ventura,Older Mothers (35 years old or older),1943
2013,Ventura,Teen Mothers (15 years old to 19 years old),655
2013,Ventura,Typical Aged Mothers (20 years old to 34 years old),7575
2013,Yolo,Total Births,2417
2013,Yolo,Older Mothers (35 years old or older),466
2013,Yolo,Teen Mothers (15 years old to 19 years old),117
2013,Yolo,Typical Aged Mothers (20 years old to 34 years old),1833
2013,Yuba,Total Births,1155
2013,Yuba,Older Mothers (35 years old or older),115
2013,Yuba,Teen Mothers (15 years old to 19 years old),78
2013,Yuba,Typical Aged Mothers (20 years old to 34 years old),962
2014,Alameda,Total Births,19005
2014,Alameda,Older Mothers (35 years old or older),4942
2014,Alameda,Teen Mothers (15 years old to 19 years old),570
2014,Alameda,Typical Aged Mothers (20 years old to 34 years old),13490
2014,Butte,Total Births,2392
2014,Butte,Older Mothers (35 years old or older),270
2014,Butte,Teen Mothers (15 years old to 19 years old),152
2014,Butte,Typical Aged Mothers (20 years old to 34 years old),1966
2014,Calaveras,Total Births,335
2014,Calaveras,Older Mothers (35 years old or older),38
2014,Calaveras,Teen Mothers (15 years old to 19 years old),15
2014,Calaveras,Typical Aged Mothers (20 years old to 34 years old),282
2014,Colusa,Total Births,286
2014,Colusa,Older Mothers (35 years old or older),35
2014,Colusa,Teen Mothers (15 years old to 19 years old),24
2014,Colusa,Typical Aged Mothers (20 years old to 34 years old),226
2014,Contra Costa,Total Births,12144
2014,Contra Costa,Older Mothers (35 years old or older),2973
2014,Contra Costa,Teen Mothers (15 years old to 19 years old),421
2014,Contra Costa,Typical Aged Mothers (20 years old to 34 years old),8744
2014,Del Norte,Total Births,298
2014,Del Norte,Older Mothers (35 years old or older),29
2014,Del Norte,Teen Mothers (15 years old to 19 years old),31
2014,Del Norte,Typical Aged Mothers (20 years old to 34 years old),238
2014,El Dorado,Total Births,1518
2014,El Dorado,Older Mothers (35 years old or older),285
2014,El Dorado,Teen Mothers (15 years old to 19 years old),64
2014,El Dorado,Typical Aged Mothers (20 years old to 34 years old),1169
2014,Fresno,Total Births,15522
2014,Fresno,Older Mothers (35 years old or older),2052
2014,Fresno,Teen Mothers (15 years old to 19 years old),1283
2014,Fresno,Typical Aged Mothers (20 years old to 34 years old),12178
2014,Glenn,Total Births,404
2014,Glenn,Older Mothers (35 years old or older),50
2014,Glenn,Teen Mothers (15 years old to 19 years old),25
2014,Glenn,Typical Aged Mothers (20 years old to 34 years old),329
2014,Humboldt,Total Births,1378
2014,Humboldt,Older Mothers (35 years old or older),213
2014,Humboldt,Teen Mothers (15 years old to 19 years old),81
2014,Humboldt,Typical Aged Mothers (20 years old to 34 years old),1084
2014,Imperial,Total Births,2882
2014,Imperial,Older Mothers (35 years old or older),325
2014,Imperial,Teen Mothers (15 years old to 19 years old),275
2014,Imperial,Typical Aged Mothers (20 years old to 34 years old),2280
2014,Inyo,Total Births,216
2014,Inyo,Older Mothers (35 years old or older),37
2014,Inyo,Teen Mothers (15 years old to 19 years old),18
2014,Inyo,Typical Aged Mothers (20 years old to 34 years old),161
2014,Kern,Total Births,13904
2014,Kern,Older Mothers (35 years old or older),1588
2014,Kern,Teen Mothers (15 years old to 19 years old),1362
2014,Kern,Typical Aged Mothers (20 years old to 34 years old),10936
2014,Kings,Total Births,2128
2014,Kings,Older Mothers (35 years old or older),232
2014,Kings,Teen Mothers (15 years old to 19 years old),177
2014,Kings,Typical Aged Mothers (20 years old to 34 years old),1716
2014,Lake,Total Births,677
2014,Lake,Older Mothers (35 years old or older),76
2014,Lake,Teen Mothers (15 years old to 19 years old),65
2014,Lake,Typical Aged Mothers (20 years old to 34 years old),536
2014,Lassen,Total Births,265
2014,Lassen,Older Mothers (35 years old or older),28
2014,Lassen,Teen Mothers (15 years old to 19 years old),15
2014,Lassen,Typical Aged Mothers (20 years old to 34 years old),222
2014,Los Angeles,Total Births,127150
2014,Los Angeles,Older Mothers (35 years old or older),28611
2014,Los Angeles,Teen Mothers (15 years old to 19 years old),6917
2014,Los Angeles,Typical Aged Mothers (20 years old to 34 years old),91560
2014,Madera,Total Births,2253
2014,Madera,Older Mothers (35 years old or older),294
2014,Madera,Teen Mothers (15 years old to 19 years old),241
2014,Madera,Typical Aged Mothers (20 years old to 34 years old),1717
2014,Marin,Total Births,2302
2014,Marin,Older Mothers (35 years old or older),931
2014,Marin,Teen Mothers (15 years old to 19 years old),56
2014,Marin,Typical Aged Mothers (20 years old to 34 years old),1313
2014,Mendocino,Total Births,970
2014,Mendocino,Older Mothers (35 years old or older),148
2014,Mendocino,Teen Mothers (15 years old to 19 years old),75
2014,Mendocino,Typical Aged Mothers (20 years old to 34 years old),747
2014,Merced,Total Births,3454
2014,Merced,Older Mothers (35 years old or older),459
2014,Merced,Teen Mothers (15 years old to 19 years old),310
2014,Merced,Typical Aged Mothers (20 years old to 34 years old),2682
2014,Monterey,Total Births,6178
2014,Monterey,Older Mothers (35 years old or older),978
2014,Monterey,Teen Mothers (15 years old to 19 years old),453
2014,Monterey,Typical Aged Mothers (20 years old to 34 years old),4743
2014,Napa,Total Births,1451
2014,Napa,Older Mothers (35 years old or older),309
2014,Napa,Teen Mothers (15 years old to 19 years old),61
2014,Napa,Typical Aged Mothers (20 years old to 34 years old),1080
2014,Nevada,Total Births,671
2014,Nevada,Older Mothers (35 years old or older),129
2014,Nevada,Teen Mothers (15 years old to 19 years old),29
2014,Nevada,Typical Aged Mothers (20 years old to 34 years old),512
2014,Orange,Total Births,37539
2014,Orange,Older Mothers (35 years old or older),9009
2014,Orange,Teen Mothers (15 years old to 19 years old),1546
2014,Orange,Typical Aged Mothers (20 years old to 34 years old),26973
2014,Placer,Total Births,3463
2014,Placer,Older Mothers (35 years old or older),780
2014,Placer,Teen Mothers (15 years old to 19 years old),81
2014,Placer,Typical Aged Mothers (20 years old to 34 years old),2600
2014,Riverside,Total Births,29496
2014,Riverside,Older Mothers (35 years old or older),4497
2014,Riverside,Teen Mothers (15 years old to 19 years old),1888
2014,Riverside,Typical Aged Mothers (20 years old to 34 years old),23098
2014,Sacramento,Total Births,18924
2014,Sacramento,Older Mothers (35 years old or older),3165
2014,Sacramento,Teen Mothers (15 years old to 19 years old),943
2014,Sacramento,Typical Aged Mothers (20 years old to 34 years old),14805
2014,San Benito,Total Births,674
2014,San Benito,Older Mothers (35 years old or older),115
2014,San Benito,Teen Mothers (15 years old to 19 years old),48
2014,San Benito,Typical Aged Mothers (20 years old to 34 years old),511
2014,San Bernardino,Total Births,29599
2014,San Bernardino,Older Mothers (35 years old or older),4230
2014,San Bernardino,Teen Mothers (15 years old to 19 years old),2190
2014,San Bernardino,Typical Aged Mothers (20 years old to 34 years old),23167
2014,San Diego,Total Births,38323
2014,San Diego,Older Mothers (35 years old or older),7916
2014,San Diego,Teen Mothers (15 years old to 19 years old),1769
2014,San Diego,Typical Aged Mothers (20 years old to 34 years old),28621
2014,San Francisco,Total Births,8816
2014,San Francisco,Older Mothers (35 years old or older),3261
2014,San Francisco,Teen Mothers (15 years old to 19 years old),148
2014,San Francisco,Typical Aged Mothers (20 years old to 34 years old),5404
2014,San Joaquin,Total Births,9885
2014,San Joaquin,Older Mothers (35 years old or older),1468
2014,San Joaquin,Teen Mothers (15 years old to 19 years old),667
2014,San Joaquin,Typical Aged Mothers (20 years old to 34 years old),7748
2014,San Luis Obispo,Total Births,2501
2014,San Luis Obispo,Older Mothers (35 years old or older),450
2014,San Luis Obispo,Teen Mothers (15 years old to 19 years old),132
2014,San Luis Obispo,Typical Aged Mothers (20 years old to 34 years old),1919
2014,San Mateo,Total Births,8324
2014,San Mateo,Older Mothers (35 years old or older),2652
2014,San Mateo,Teen Mothers (15 years old to 19 years old),175
2014,San Mateo,Typical Aged Mothers (20 years old to 34 years old),5496
2014,Santa Barbara,Total Births,5646
2014,Santa Barbara,Older Mothers (35 years old or older),944
2014,Santa Barbara,Teen Mothers (15 years old to 19 years old),391
2014,Santa Barbara,Typical Aged Mothers (20 years old to 34 years old),4308
2014,Santa Clara,Total Births,23683
2014,Santa Clara,Older Mothers (35 years old or older),6218
2014,Santa Clara,Teen Mothers (15 years old to 19 years old),741
2014,Santa Clara,Typical Aged Mothers (20 years old to 34 years old),16718
2014,Santa Cruz,Total Births,3128
2014,Santa Cruz,Older Mothers (35 years old or older),723
2014,Santa Cruz,Teen Mothers (15 years old to 19 years old),179
2014,Santa Cruz,Typical Aged Mothers (20 years old to 34 years old),2224
2014,Shasta,Total Births,2012
2014,Shasta,Older Mothers (35 years old or older),225
2014,Shasta,Teen Mothers (15 years old to 19 years old),129
2014,Shasta,Typical Aged Mothers (20 years old to 34 years old),1658
2014,Siskiyou,Total Births,328
2014,Siskiyou,Older Mothers (35 years old or older),39
2014,Siskiyou,Teen Mothers (15 years old to 19 years old),23
2014,Siskiyou,Typical Aged Mothers (20 years old to 34 years old),266
2014,Solano,Total Births,4736
2014,Solano,Older Mothers (35 years old or older),772
2014,Solano,Teen Mothers (15 years old to 19 years old),261
2014,Solano,Typical Aged Mothers (20 years old to 34 years old),3699
2014,Sonoma,Total Births,4797
2014,Sonoma,Older Mothers (35 years old or older),995
2014,Sonoma,Teen Mothers (15 years old to 19 years old),192
2014,Sonoma,Typical Aged Mothers (20 years old to 34 years old),3608
2014,Stanislaus,Total Births,7403
2014,Stanislaus,Older Mothers (35 years old or older),976
2014,Stanislaus,Teen Mothers (15 years old to 19 years old),565
2014,Stanislaus,Typical Aged Mothers (20 years old to 34 years old),5860
2014,Sutter,Total Births,1286
2014,Sutter,Older Mothers (35 years old or older),145
2014,Sutter,Teen Mothers (15 years old to 19 years old),78
2014,Sutter,Typical Aged Mothers (20 years old to 34 years old),1063
2014,Tehama,Total Births,718
2014,Tehama,Older Mothers (35 years old or older),64
2014,Tehama,Teen Mothers (15 years old to 19 years old),70
2014,Tehama,Typical Aged Mothers (20 years old to 34 years old),584
2014,Tulare,Total Births,7504
2014,Tulare,Older Mothers (35 years old or older),900
2014,Tulare,Teen Mothers (15 years old to 19 years old),730
2014,Tulare,Typical Aged Mothers (20 years old to 34 years old),5864
2014,Ventura,Total Births,10062
2014,Ventura,Older Mothers (35 years old or older),1974
2014,Ventura,Teen Mothers (15 years old to 19 years old),565
2014,Ventura,Typical Aged Mothers (20 years old to 34 years old),7521
2014,Yolo,Total Births,2287
2014,Yolo,Older Mothers (35 years old or older),470
2014,Yolo,Teen Mothers (15 years old to 19 years old),105
2014,Yolo,Typical Aged Mothers (20 years old to 34 years old),1712
2014,Yuba,Total Births,1152
2014,Yuba,Older Mothers (35 years old or older),128
2014,Yuba,Teen Mothers (15 years old to 19 years old),73
2014,Yuba,Typical Aged Mothers (20 years old to 34 years old),951
2015,Alameda,Total Births,18648
2015,Alameda,Older Mothers (35 years old or older),4974
2015,Alameda,Teen Mothers (15 years old to 19 years old),508
2015,Alameda,Typical Aged Mothers (20 years old to 34 years old),13161
2015,Butte,Total Births,2367
2015,Butte,Older Mothers (35 years old or older),269
2015,Butte,Teen Mothers (15 years old to 19 years old),150
2015,Butte,Typical Aged Mothers (20 years old to 34 years old),1947
2015,Calaveras,Total Births,352
2015,Calaveras,Older Mothers (35 years old or older),45
2015,Calaveras,Teen Mothers (15 years old to 19 years old),17
2015,Calaveras,Typical Aged Mothers (20 years old to 34 years old),290
2015,Colusa,Total Births,292
2015,Colusa,Older Mothers (35 years old or older),36
2015,Colusa,Teen Mothers (15 years old to 19 years old),27
2015,Colusa,Typical Aged Mothers (20 years old to 34 years old),229
2015,Contra Costa,Total Births,12139
2015,Contra Costa,Older Mothers (35 years old or older),3100
2015,Contra Costa,Teen Mothers (15 years old to 19 years old),384
2015,Contra Costa,Typical Aged Mothers (20 years old to 34 years old),8651
2015,Del Norte,Total Births,273
2015,Del Norte,Older Mothers (35 years old or older),24
2015,Del Norte,Teen Mothers (15 years old to 19 years old),37
2015,Del Norte,Typical Aged Mothers (20 years old to 34 years old),211
2015,El Dorado,Total Births,1483
2015,El Dorado,Older Mothers (35 years old or older),296
2015,El Dorado,Teen Mothers (15 years old to 19 years old),46
2015,El Dorado,Typical Aged Mothers (20 years old to 34 years old),1140
2015,Fresno,Total Births,15138
2015,Fresno,Older Mothers (35 years old or older),2191
2015,Fresno,Teen Mothers (15 years old to 19 years old),1165
2015,Fresno,Typical Aged Mothers (20 years old to 34 years old),11772
2015,Glenn,Total Births,364
2015,Glenn,Older Mothers (35 years old or older),55
2015,Glenn,Teen Mothers (15 years old to 19 years old),27
2015,Glenn,Typical Aged Mothers (20 years old to 34 years old),282
2015,Humboldt,Total Births,1367
2015,Humboldt,Older Mothers (35 years old or older),237
2015,Humboldt,Teen Mothers (15 years old to 19 years old),64
2015,Humboldt,Typical Aged Mothers (20 years old to 34 years old),1066
2015,Imperial,Total Births,2955
2015,Imperial,Older Mothers (35 years old or older),353
2015,Imperial,Teen Mothers (15 years old to 19 years old),250
2015,Imperial,Typical Aged Mothers (20 years old to 34 years old),2349
2015,Inyo,Total Births,201
2015,Inyo,Older Mothers (35 years old or older),23
2015,Inyo,Teen Mothers (15 years old to 19 years old),15
2015,Inyo,Typical Aged Mothers (20 years old to 34 years old),163
2015,Kern,Total Births,13451
2015,Kern,Older Mothers (35 years old or older),1620
2015,Kern,Teen Mothers (15 years old to 19 years old),1189
2015,Kern,Typical Aged Mothers (20 years old to 34 years old),10627
2015,Kings,Total Births,2208
2015,Kings,Older Mothers (35 years old or older),267
2015,Kings,Teen Mothers (15 years old to 19 years old),190
2015,Kings,Typical Aged Mothers (20 years old to 34 years old),1751
2015,Lake,Total Births,687
2015,Lake,Older Mothers (35 years old or older),88
2015,Lake,Teen Mothers (15 years old to 19 years old),51
2015,Lake,Typical Aged Mothers (20 years old to 34 years old),548
2015,Lassen,Total Births,244
2015,Lassen,Older Mothers (35 years old or older),29
2015,Lassen,Teen Mothers (15 years old to 19 years old),18
2015,Lassen,Typical Aged Mothers (20 years old to 34 years old),196
2015,Los Angeles,Total Births,121182
2015,Los Angeles,Older Mothers (35 years old or older),28025
2015,Los Angeles,Teen Mothers (15 years old to 19 years old),5947
2015,Los Angeles,Typical Aged Mothers (20 years old to 34 years old),87156
2015,Madera,Total Births,2180
2015,Madera,Older Mothers (35 years old or older),315
2015,Madera,Teen Mothers (15 years old to 19 years old),196
2015,Madera,Typical Aged Mothers (20 years old to 34 years old),1667
2015,Marin,Total Births,2190
2015,Marin,Older Mothers (35 years old or older),820
2015,Marin,Teen Mothers (15 years old to 19 years old),43
2015,Marin,Typical Aged Mothers (20 years old to 34 years old),1327
2015,Mendocino,Total Births,983
2015,Mendocino,Older Mothers (35 years old or older),153
2015,Mendocino,Teen Mothers (15 years old to 19 years old),60
2015,Mendocino,Typical Aged Mothers (20 years old to 34 years old),770
2015,Merced,Total Births,4015
2015,Merced,Older Mothers (35 years old or older),564
2015,Merced,Teen Mothers (15 years old to 19 years old),325
2015,Merced,Typical Aged Mothers (20 years old to 34 years old),3122
2015,Monterey,Total Births,6076
2015,Monterey,Older Mothers (35 years old or older),989
2015,Monterey,Teen Mothers (15 years old to 19 years old),440
2015,Monterey,Typical Aged Mothers (20 years old to 34 years old),4642
2015,Napa,Total Births,1412
2015,Napa,Older Mothers (35 years old or older),321
2015,Napa,Teen Mothers (15 years old to 19 years old),65
2015,Napa,Typical Aged Mothers (20 years old to 34 years old),1025
2015,Nevada,Total Births,734
2015,Nevada,Older Mothers (35 years old or older),160
2015,Nevada,Teen Mothers (15 years old to 19 years old),29
2015,Nevada,Typical Aged Mothers (20 years old to 34 years old),545
2015,Orange,Total Births,36589
2015,Orange,Older Mothers (35 years old or older),9009
2015,Orange,Teen Mothers (15 years old to 19 years old),1367
2015,Orange,Typical Aged Mothers (20 years old to 34 years old),26196
2015,Placer,Total Births,3481
2015,Placer,Older Mothers (35 years old or older),778
2015,Placer,Teen Mothers (15 years old to 19 years old),92
2015,Placer,Typical Aged Mothers (20 years old to 34 years old),2610
2015,Riverside,Total Births,29542
2015,Riverside,Older Mothers (35 years old or older),4632
2015,Riverside,Teen Mothers (15 years old to 19 years old),1879
2015,Riverside,Typical Aged Mothers (20 years old to 34 years old),23013
2015,Sacramento,Total Births,18830
2015,Sacramento,Older Mothers (35 years old or older),3229
2015,Sacramento,Teen Mothers (15 years old to 19 years old),881
2015,Sacramento,Typical Aged Mothers (20 years old to 34 years old),14713
2015,San Benito,Total Births,699
2015,San Benito,Older Mothers (35 years old or older),126
2015,San Benito,Teen Mothers (15 years old to 19 years old),43
2015,San Benito,Typical Aged Mothers (20 years old to 34 years old),530
2015,San Bernardino,Total Births,28821
2015,San Bernardino,Older Mothers (35 years old or older),4273
2015,San Bernardino,Teen Mothers (15 years old to 19 years old),1964
2015,San Bernardino,Typical Aged Mothers (20 years old to 34 years old),22562
2015,San Diego,Total Births,38129
2015,San Diego,Older Mothers (35 years old or older),8278
2015,San Diego,Teen Mothers (15 years old to 19 years old),1596
2015,San Diego,Typical Aged Mothers (20 years old to 34 years old),28242
2015,San Francisco,Total Births,8692
2015,San Francisco,Older Mothers (35 years old or older),3320
2015,San Francisco,Teen Mothers (15 years old to 19 years old),131
2015,San Francisco,Typical Aged Mothers (20 years old to 34 years old),5241
2015,San Joaquin,Total Births,9796
2015,San Joaquin,Older Mothers (35 years old or older),1511
2015,San Joaquin,Teen Mothers (15 years old to 19 years old),603
2015,San Joaquin,Typical Aged Mothers (20 years old to 34 years old),7677
2015,San Luis Obispo,Total Births,2530
2015,San Luis Obispo,Older Mothers (35 years old or older),465
2015,San Luis Obispo,Teen Mothers (15 years old to 19 years old),123
2015,San Luis Obispo,Typical Aged Mothers (20 years old to 34 years old),1941
2015,San Mateo,Total Births,8241
2015,San Mateo,Older Mothers (35 years old or older),2718
2015,San Mateo,Teen Mothers (15 years old to 19 years old),162
2015,San Mateo,Typical Aged Mothers (20 years old to 34 years old),5356
2015,Santa Barbara,Total Births,5483
2015,Santa Barbara,Older Mothers (35 years old or older),1000
2015,Santa Barbara,Teen Mothers (15 years old to 19 years old),372
2015,Santa Barbara,Typical Aged Mothers (20 years old to 34 years old),4106
2015,Santa Clara,Total Births,23210
2015,Santa Clara,Older Mothers (35 years old or older),6143
2015,Santa Clara,Teen Mothers (15 years old to 19 years old),662
2015,Santa Clara,Typical Aged Mothers (20 years old to 34 years old),16400
2015,Santa Cruz,Total Births,2881
2015,Santa Cruz,Older Mothers (35 years old or older),694
2015,Santa Cruz,Teen Mothers (15 years old to 19 years old),152
2015,Santa Cruz,Typical Aged Mothers (20 years old to 34 years old),2035
2015,Shasta,Total Births,2011
2015,Shasta,Older Mothers (35 years old or older),253
2015,Shasta,Teen Mothers (15 years old to 19 years old),135
2015,Shasta,Typical Aged Mothers (20 years old to 34 years old),1622
2015,Siskiyou,Total Births,360
2015,Siskiyou,Older Mothers (35 years old or older),46
2015,Siskiyou,Teen Mothers (15 years old to 19 years old),22
2015,Siskiyou,Typical Aged Mothers (20 years old to 34 years old),292
2015,Solano,Total Births,4573
2015,Solano,Older Mothers (35 years old or older),811
2015,Solano,Teen Mothers (15 years old to 19 years old),198
2015,Solano,Typical Aged Mothers (20 years old to 34 years old),3563
2015,Sonoma,Total Births,4710
2015,Sonoma,Older Mothers (35 years old or older),1093
2015,Sonoma,Teen Mothers (15 years old to 19 years old),156
2015,Sonoma,Typical Aged Mothers (20 years old to 34 years old),3460
2015,Stanislaus,Total Births,7568
2015,Stanislaus,Older Mothers (35 years old or older),1059
2015,Stanislaus,Teen Mothers (15 years old to 19 years old),508
2015,Stanislaus,Typical Aged Mothers (20 years old to 34 years old),5996
2015,Sutter,Total Births,1245
2015,Sutter,Older Mothers (35 years old or older),175
2015,Sutter,Teen Mothers (15 years old to 19 years old),73
2015,Sutter,Typical Aged Mothers (20 years old to 34 years old),997
2015,Tehama,Total Births,755
2015,Tehama,Older Mothers (35 years old or older),86
2015,Tehama,Teen Mothers (15 years old to 19 years old),64
2015,Tehama,Typical Aged Mothers (20 years old to 34 years old),602
2015,Tulare,Total Births,7253
2015,Tulare,Older Mothers (35 years old or older),918
2015,Tulare,Teen Mothers (15 years old to 19 years old),624
2015,Tulare,Typical Aged Mothers (20 years old to 34 years old),5707
2015,Ventura,Total Births,9744
2015,Ventura,Older Mothers (35 years old or older),2037
2015,Ventura,Teen Mothers (15 years old to 19 years old),480
2015,Ventura,Typical Aged Mothers (20 years old to 34 years old),7224
2015,Yolo,Total Births,2309
2015,Yolo,Older Mothers (35 years old or older),465
2015,Yolo,Teen Mothers (15 years old to 19 years old),99
2015,Yolo,Typical Aged Mothers (20 years old to 34 years old),1745
2015,Yuba,Total Births,1099
2015,Yuba,Older Mothers (35 years old or older),129
2015,Yuba,Teen Mothers (15 years old to 19 years old),77
2015,Yuba,Typical Aged Mothers (20 years old to 34 years old),893
2016,Alameda,Total Births,18728
2016,Alameda,Older Mothers (35 years old or older),5183
2016,Alameda,Teen Mothers (15 years old to 19 years old),395
2016,Alameda,Typical Aged Mothers (20 years old to 34 years old),13147
2016,Butte,Total Births,2422
2016,Butte,Older Mothers (35 years old or older),357
2016,Butte,Teen Mothers (15 years old to 19 years old),115
2016,Butte,Typical Aged Mothers (20 years old to 34 years old),1948
2016,Calaveras,Total Births,353
2016,Calaveras,Older Mothers (35 years old or older),49
2016,Calaveras,Teen Mothers (15 years old to 19 years old),15
2016,Calaveras,Typical Aged Mothers (20 years old to 34 years old),289
2016,Colusa,Total Births,318
2016,Colusa,Older Mothers (35 years old or older),48
2016,Colusa,Teen Mothers (15 years old to 19 years old),17
2016,Colusa,Typical Aged Mothers (20 years old to 34 years old),253
2016,Contra Costa,Total Births,11930
2016,Contra Costa,Older Mothers (35 years old or older),3092
2016,Contra Costa,Teen Mothers (15 years old to 19 years old),337
2016,Contra Costa,Typical Aged Mothers (20 years old to 34 years old),8494
2016,Del Norte,Total Births,274
2016,Del Norte,Older Mothers (35 years old or older),25
2016,Del Norte,Teen Mothers (15 years old to 19 years old),25
2016,Del Norte,Typical Aged Mothers (20 years old to 34 years old),222
2016,El Dorado,Total Births,1508
2016,El Dorado,Older Mothers (35 years old or older),320
2016,El Dorado,Teen Mothers (15 years old to 19 years old),46
2016,El Dorado,Typical Aged Mothers (20 years old to 34 years old),1141
2016,Fresno,Total Births,14872
2016,Fresno,Older Mothers (35 years old or older),2109
2016,Fresno,Teen Mothers (15 years old to 19 years old),1089
2016,Fresno,Typical Aged Mothers (20 years old to 34 years old),11664
2016,Glenn,Total Births,376
2016,Glenn,Older Mothers (35 years old or older),55
2016,Glenn,Teen Mothers (15 years old to 19 years old),23
2016,Glenn,Typical Aged Mothers (20 years old to 34 years old),298
2016,Humboldt,Total Births,1374
2016,Humboldt,Older Mothers (35 years old or older),251
2016,Humboldt,Teen Mothers (15 years old to 19 years old),61
2016,Humboldt,Typical Aged Mothers (20 years old to 34 years old),1062
2016,Imperial,Total Births,2817
2016,Imperial,Older Mothers (35 years old or older),384
2016,Imperial,Teen Mothers (15 years old to 19 years old),194
2016,Imperial,Typical Aged Mothers (20 years old to 34 years old),2239
2016,Inyo,Total Births,180
